"Parent Department","Organisation","Unit","Reporting Senior Post","Grade","Payscale Minimum (£)","Payscale Maximum (£)","Generic Job Title","Number of Posts in FTE","Professional/Occupational Group","Office Region"
"HM Revenue and Customs","HM Revenue and Customs","Customer Strategy & Tax Design","OD133","Grade 7 (7)","58541","72711","Customer Strategy & Tax Design, Grade 7","<5","Policy Profession","Northern Ireland"
"HM Revenue and Customs","HM Revenue and Customs","Customer Strategy & Tax Design","OD133","Grade 7 (7)","58541","72711","Customer Strategy & Tax Design, Grade 7","<5","Project Delivery Profession","London"
"HM Revenue and Customs","HM Revenue and Customs","Customer Strategy & Tax Design","OD133","Grade 7 (7)","58541","72711","Customer Strategy & Tax Design, Grade 7","<5","Project Delivery Profession","North East"
"HM Revenue and Customs","HM Revenue and Customs","Customer Strategy & Tax Design","OD133","Grade 7 (7)","58541","72711","Customer Strategy & Tax Design, Grade 7","<5","Project Delivery Profession","South West"
"HM Revenue and Customs","HM Revenue and Customs","Customer Strategy & Tax Design","OD133","Higher Officer (HO)","37682","46077","Customer Strategy & Tax Design, Higher Officer","<5","Operational Delivery Profession","London"
"HM Revenue and Customs","HM Revenue and Customs","Customer Strategy & Tax Design","OD133","Higher Officer (HO)","37682","46077","Customer Strategy & Tax Design, Higher Officer","<5","Operational Delivery Profession","North West"
"HM Revenue and Customs","HM Revenue and Customs","Customer Strategy & Tax Design","OD133","Higher Officer (HO)","37682","46077","Customer Strategy & Tax Design, Higher Officer","<5","Policy Profession","London"
"HM Revenue and Customs","HM Revenue and Customs","Customer Strategy & Tax Design","OD133","Higher Officer (HO)","37682","46077","Customer Strategy & Tax Design, Higher Officer","<5","Policy Profession","North West"
"HM Revenue and Customs","HM Revenue and Customs","Customer Strategy & Tax Design","OD133","Officer (O)","31096","37919","Customer Strategy & Tax Design, Officer","<5","Government Tax Profession","London"
"HM Revenue and Customs","HM Revenue and Customs","Customer Strategy & Tax Design","OD133","Officer (O)","31096","37919","Customer Strategy & Tax Design, Officer","<5","Operational Delivery Profession","London"
"HM Revenue and Customs","HM Revenue and Customs","Customer Strategy & Tax Design","OD133","Officer (O)","31096","37919","Customer Strategy & Tax Design, Officer","<5","Operational Delivery Profession","North West"
"HM Revenue and Customs","HM Revenue and Customs","Customer Strategy & Tax Design","OD133","Officer (O)","31096","37919","Customer Strategy & Tax Design, Officer","<5","Other","London"
"HM Revenue and Customs","HM Revenue and Customs","Customer Strategy & Tax Design","OD133","Officer (O)","31096","37919","Customer Strategy & Tax Design, Officer","<5","Policy Profession","London"
"HM Revenue and Customs","HM Revenue and Customs","Customer Strategy & Tax Design","OD133","Officer (O)","31096","37919","Customer Strategy & Tax Design, Officer","<5","Policy Profession","North West"
"HM Revenue and Customs","HM Revenue and Customs","Customer Strategy & Tax Design","OD133","Officer (O)","31096","37919","Customer Strategy & Tax Design, Officer","<5","Project Delivery Profession","London"
"HM Revenue and Customs","HM Revenue and Customs","Customer Strategy & Tax Design","OD133","Senior Officer (SO)","45544","55157","Customer Strategy & Tax Design, Senior Officer","<5","Digital, Data and Technology Professions","London"
"HM Revenue and Customs","HM Revenue and Customs","Customer Strategy & Tax Design","OD133","Senior Officer (SO)","45544","55157","Customer Strategy & Tax Design, Senior Officer","<5","Government Finance Profession","South West"
"HM Revenue and Customs","HM Revenue and Customs","Customer Strategy & Tax Design","OD133","Senior Officer (SO)","45544","55157","Customer Strategy & Tax Design, Senior Officer","<5","Government Tax Profession","London"
"HM Revenue and Customs","HM Revenue and Customs","Customer Strategy & Tax Design","OD133","Senior Officer (SO)","45544","55157","Customer Strategy & Tax Design, Senior Officer","<5","Government Tax Profession","South West"
"HM Revenue and Customs","HM Revenue and Customs","Customer Strategy & Tax Design","OD133","Senior Officer (SO)","45544","55157","Customer Strategy & Tax Design, Senior Officer","<5","Other","London"
"HM Revenue and Customs","HM Revenue and Customs","Customer Strategy & Tax Design","OD133","Senior Officer (SO)","45544","55157","Customer Strategy & Tax Design, Senior Officer","<5","Policy Profession","London"
"HM Revenue and Customs","HM Revenue and Customs","Customer Strategy & Tax Design","OD133","Senior Officer (SO)","45544","55157","Customer Strategy & Tax Design, Senior Officer","<5","Policy Profession","North West"
"HM Revenue and Customs","HM Revenue and Customs","Customer Strategy & Tax Design","OD133","Senior Officer (SO)","45544","55157","Customer Strategy & Tax Design, Senior Officer","<5","Project Delivery Profession","London"
"HM Revenue and Customs","HM Revenue and Customs","Customer Strategy & Tax Design","OD133","Senior Officer (SO)","45544","55157","Customer Strategy & Tax Design, Senior Officer","<5","Project Delivery Profession","South West"
"HM Revenue and Customs","HM Revenue and Customs","Customer Strategy & Tax Design","OD136","Admin Assistant (AA)","27774","30816","Customer Strategy & Tax Design, Admin. Assistant.","<5","Operational Delivery Profession","London"
"HM Revenue and Customs","HM Revenue and Customs","Customer Strategy & Tax Design","OD136","Assistant Officer (AO)","28016","31471","Customer Strategy & Tax Design, Assistant Officer","<5","Operational Delivery Profession","London"
"HM Revenue and Customs","HM Revenue and Customs","Customer Strategy & Tax Design","OD136","Grade 6 (6)","71725","87612","Customer Strategy & Tax Design, Grade 6","<5","Policy Profession","London"
"HM Revenue and Customs","HM Revenue and Customs","Customer Strategy & Tax Design","OD136","Grade 7 (7)","58541","72711","Customer Strategy & Tax Design, Grade 7","<5","Government Knowledge and Information Management Profession","London"
"HM Revenue and Customs","HM Revenue and Customs","Customer Strategy & Tax Design","OD136","Grade 7 (7)","58541","72711","Customer Strategy & Tax Design, Grade 7","<5","Operational Delivery Profession","London"
"HM Revenue and Customs","HM Revenue and Customs","Customer Strategy & Tax Design","OD136","Grade 7 (7)","58541","72711","Customer Strategy & Tax Design, Grade 7","<5","Operational Delivery Profession","West Midlands"
"HM Revenue and Customs","HM Revenue and Customs","Customer Strategy & Tax Design","OD136","Grade 7 (7)","58541","72711","Customer Strategy & Tax Design, Grade 7","<5","Policy Profession","North West"
"HM Revenue and Customs","HM Revenue and Customs","Customer Strategy & Tax Design","OD136","Higher Officer (HO)","37682","46077","Customer Strategy & Tax Design, Higher Officer","<5","Government Tax Profession","London"
"HM Revenue and Customs","HM Revenue and Customs","Customer Strategy & Tax Design","OD136","Higher Officer (HO)","37682","46077","Customer Strategy & Tax Design, Higher Officer","<5","Intelligence Analysis","West Midlands"
"HM Revenue and Customs","HM Revenue and Customs","Customer Strategy & Tax Design","OD136","Higher Officer (HO)","37682","46077","Customer Strategy & Tax Design, Higher Officer","<5","Operational Delivery Profession","London"
"HM Revenue and Customs","HM Revenue and Customs","Customer Strategy & Tax Design","OD136","Higher Officer (HO)","37682","46077","Customer Strategy & Tax Design, Higher Officer","<5","Operational Delivery Profession","West Midlands"
"HM Revenue and Customs","HM Revenue and Customs","Customer Strategy & Tax Design","OD136","Officer (O)","31096","37919","Customer Strategy & Tax Design, Officer","<5","Operational Delivery Profession","East Midlands"
"HM Revenue and Customs","HM Revenue and Customs","Customer Strategy & Tax Design","OD136","Officer (O)","31096","37919","Customer Strategy & Tax Design, Officer","<5","Operational Delivery Profession","London"
"HM Revenue and Customs","HM Revenue and Customs","Customer Strategy & Tax Design","OD136","Officer (O)","31096","37919","Customer Strategy & Tax Design, Officer","<5","Operational Delivery Profession","West Midlands"
"HM Revenue and Customs","HM Revenue and Customs","Customer Strategy & Tax Design","OD136","Senior Officer (SO)","45544","55157","Customer Strategy & Tax Design, Senior Officer","<5","Operational Delivery Profession","East of England"
"HM Revenue and Customs","HM Revenue and Customs","Customer Strategy & Tax Design","OD136","Senior Officer (SO)","45544","55157","Customer Strategy & Tax Design, Senior Officer","<5","Operational Delivery Profession","London"
"HM Revenue and Customs","HM Revenue and Customs","Customer Strategy & Tax Design","OD136","Senior Officer (SO)","45544","55157","Customer Strategy & Tax Design, Senior Officer","<5","Operational Delivery Profession","Yorkshire and The Humber"
"HM Revenue and Customs","HM Revenue and Customs","Customer Strategy & Tax Design","OD140","Assistant Officer (AO)","28016","31471","Customer Strategy & Tax Design, Assistant Officer","<5","Operational Delivery Profession","West Midlands"
"HM Revenue and Customs","HM Revenue and Customs","Customer Strategy & Tax Design","OD140","Grade 6 (6)","71725","87612","Customer Strategy & Tax Design, Grade 6","<5","Government Tax Profession","London"
"HM Revenue and Customs","HM Revenue and Customs","Customer Strategy & Tax Design","OD140","Grade 6 (6)","71725","87612","Customer Strategy & Tax Design, Grade 6","<5","Government Tax Profession","West Midlands"
"HM Revenue and Customs","HM Revenue and Customs","Customer Strategy & Tax Design","OD140","Grade 6 (6)","71725","87612","Customer Strategy & Tax Design, Grade 6","<5","Policy Profession","London"
"HM Revenue and Customs","HM Revenue and Customs","Customer Strategy & Tax Design","OD140","Grade 6 (6)","71725","87612","Customer Strategy & Tax Design, Grade 6","<5","Policy Profession","West Midlands"
"HM Revenue and Customs","HM Revenue and Customs","Customer Strategy & Tax Design","OD140","Grade 7 (7)","58541","72711","Customer Strategy & Tax Design, Grade 7","<5","Government Tax Profession","London"
"HM Revenue and Customs","HM Revenue and Customs","Customer Strategy & Tax Design","OD140","Grade 7 (7)","58541","72711","Customer Strategy & Tax Design, Grade 7","13.64","Government Tax Profession","West Midlands"
"HM Revenue and Customs","HM Revenue and Customs","Customer Strategy & Tax Design","OD140","Grade 7 (7)","58541","72711","Customer Strategy & Tax Design, Grade 7","<5","Operational Delivery Profession","West Midlands"
"HM Revenue and Customs","HM Revenue and Customs","Customer Strategy & Tax Design","OD140","Grade 7 (7)","58541","72711","Customer Strategy & Tax Design, Grade 7","<5","Policy Profession","London"
"HM Revenue and Customs","HM Revenue and Customs","Customer Strategy & Tax Design","OD140","Grade 7 (7)","58541","72711","Customer Strategy & Tax Design, Grade 7","<5","Policy Profession","West Midlands"
"HM Revenue and Customs","HM Revenue and Customs","Customer Strategy & Tax Design","OD140","Higher Officer (HO)","37682","46077","Customer Strategy & Tax Design, Higher Officer","<5","Government Tax Profession","East Midlands"
"HM Revenue and Customs","HM Revenue and Customs","Customer Strategy & Tax Design","OD140","Higher Officer (HO)","37682","46077","Customer Strategy & Tax Design, Higher Officer","<5","Government Tax Profession","West Midlands"
"HM Revenue and Customs","HM Revenue and Customs","Customer Strategy & Tax Design","OD140","Higher Officer (HO)","37682","46077","Customer Strategy & Tax Design, Higher Officer","<5","Operational Delivery Profession","West Midlands"
"HM Revenue and Customs","HM Revenue and Customs","Customer Strategy & Tax Design","OD140","Higher Officer (HO)","37682","46077","Customer Strategy & Tax Design, Higher Officer","<5","Other","West Midlands"
"HM Revenue and Customs","HM Revenue and Customs","Customer Strategy & Tax Design","OD140","Officer (O)","31096","37919","Customer Strategy & Tax Design, Officer","<5","Operational Delivery Profession","West Midlands"
"HM Revenue and Customs","HM Revenue and Customs","Customer Strategy & Tax Design","OD140","Senior Officer (SO)","45544","55157","Customer Strategy & Tax Design, Senior Officer","6.75","Government Tax Profession","West Midlands"
"HM Revenue and Customs","HM Revenue and Customs","Customer Strategy & Tax Design","OD140","Senior Officer (SO)","45544","55157","Customer Strategy & Tax Design, Senior Officer","<5","Operational Delivery Profession","West Midlands"
"HM Revenue and Customs","HM Revenue and Customs","Customer Strategy & Tax Design","OD141","Grade 6 (6)","71725","87612","Customer Strategy & Tax Design, Grade 6","<5","Government Tax Profession","London"
"HM Revenue and Customs","HM Revenue and Customs","Customer Strategy & Tax Design","OD141","Grade 6 (6)","71725","87612","Customer Strategy & Tax Design, Grade 6","<5","Government Tax Profession","Scotland"
"HM Revenue and Customs","HM Revenue and Customs","Customer Strategy & Tax Design","OD141","Grade 6 (6)","71725","87612","Customer Strategy & Tax Design, Grade 6","<5","Other","Scotland"
"HM Revenue and Customs","HM Revenue and Customs","Customer Strategy & Tax Design","OD141","Grade 6 (6)","71725","87612","Customer Strategy & Tax Design, Grade 6","<5","Policy Profession","London"
"HM Revenue and Customs","HM Revenue and Customs","Customer Strategy & Tax Design","OD141","Grade 7 (7)","58541","72711","Customer Strategy & Tax Design, Grade 7","7","Government Tax Profession","London"
